Chemical,LS10004,LS10006,LS10016-1,LS10023-2,LS10026-2,LS10027-3,LS10031-1,LS10036-2,LS10048-2A,LS10101-2A,LS10250-2,LS10122-10A,LS10028-2,LS10034-3,49,53,60,90,202,224,243,264,330,337,369,385,391,400,410,431,474,515,537,589,612,26,52,446,843,919,2042,2063,2094,2098,LS10009,LS10013-6,LS10014-3,LS10017-4,LS10011-3,LS10020-4,LS10010,LS10002-5,LS10008,LS10025-4
op_DDT_pp_DDD,312386.936,493955.2388,678933.0145,213386.901,28536.70814,631070.3156,943570.9779,895988.6871,127024.3403,721611.4735,1231566.676,174465.5181,450241.3227,256284.8485,15259.14449,26378.81186,133874.0124,296139.9434,99810.36341,173691.2104,415920.5941,582452.5831,515015.681,235153.7076,208048.6992,283590.4563,219381.2934,232596.7544,4528.266984,173932.9238,465560.5397,463013.4485,418820.9551,256071.9549,137473.521,64522.99394,332465.9774,783298.1371,400162.1237,438582.4609,276135.6374,390910.3906,476585.7812,404387.706,113351.3072,99497.04366,71718.54891,89972.66325,254089.5205,740330.6119,1061316.288,747994.9752,814332.3915,805215.2229
PBB-153,0.007385262,0.012833948,0.013694761,0.009633179,0.008001962,0.006610957,0.013735523,0.012038707,0.013370583,0.016072215,0.007385015,0.015325155,0.012291227,0.009409952,0.013885433,0.001328208,0.01179904,0.009996783,0.008214464,0.006354192,0.009356321,0.01443146,0.006121249,0.013053248,0.010108556,0.012375741,0.009678345,0.008762208,0.003957165,0.00630895,0.011238909,0.008438461,0.009568306,0.013310353,0.012507248,0.015553,0.009432721,0.013919046,0.012147149,0.011335858,0.007117116,0.00631224,0.006657774,0.014554503,0.012414654,0.01009986,0.012756089,614.5486784,0.011856756,1795.980731,0.012741956,2803.293205,0.014529587,0.01328875
PBDE-154,9478.078769,0.011951972,10363.41084,2547.771389,0.01135699,5036.678998,0.008347905,0.012861885,33779.28835,0.007851802,0.005010736,2034.778238,1209.896177,0.011549916,12218.86536,11700.72253,5329.721811,4922.498912,4831.580032,5737.78475,1032.444608,0.00884723,2444.703731,1260.87312,0.005863727,6017.403,3098.053166,6039.376927,89924.9516,1106.380392,5821.830063,0.011885697,3245.115019,0.008122411,1254.524261,3422.360647,657.374333,3211.314438,1707.31319,2061.131088,0.008156622,0.011212813,0.007154273,6148.829992,18624.64651,7894.64875,15763.26117,5629.890349,3532.12324,0.001692003,2822.13942,2554.574723,0.012419861,1946.262126
PBDE-154,0.012288089,0.009537328,0.012358397,0.008610876,0.007233225,0.011613908,0.009046922,0.010406751,0.007091232,0.007318226,0.015164845,0.010954895,0.008538573,0.015221524,0.009753153,0.012191418,0.014857107,0.009001981,0.007445118,0.014989713,1302.044351,0.01155392,0.014420462,0.009855573,0.009829459,0.005838962,0.007247,0.003807669,0.008952369,0.007954707,0.012338712,0.007926698,0.016339481,0.005434699,0.01267202,0.010701702,0.008856877,0.00801165,0.010051541,0.005343565,0.00540486,0.007549894,0.011038196,0.008127398,0.012338808,0.010380633,0.008101559,0.004134668,0.006880236,2197.964571,0.01272211,0.008764933,0.005770065,0.008854074
PBDE-28,302.5096006,0.016793364,769.013607,0.010822309,307.0453616,0.008509929,1133.131913,479.0999507,0.011140224,0.006263903,0.010071166,0.012735383,549.0090368,0.015833176,0.018142427,0.015708453,0.005270435,0.011810267,0.010833059,0.006730896,0.004354111,0.007929327,0.010007386,0.016511729,0.007844079,0.006819769,245.8614437,0.01641886,0.012264349,0.005670766,0.007403768,0.015488518,0.011830711,0.014877595,0.005738352,0.008834999,789.0743018,0.007417036,0.01312261,0.005491611,314.5978151,0.011681635,0.010820516,0.009393404,291.2029017,639.6184659,0.007230421,0.006444017,0.009613026,0.013417142,0.008909934,0.008255914,0.017003008,0.013151507
PBDE-47,2940.916171,1051.239547,2257.778726,7486.204004,0.006749955,3961.811724,2439.499716,1724.797398,13086.98105,422.3333471,0.012028246,403.8523704,609.1742899,0.007018145,3006.495818,0.014008267,1904.618544,1122.748867,1179.208465,1408.601923,1554.347185,528.0518753,0.006534189,1321.796276,0.013457227,2035.296418,352.7227573,2486.845913,11666.2971,438.7659682,762.9610948,961.1918224,525.6484408,941.8677703,973.0264173,315.6654964,506.8759249,0.004555732,669.9755751,0.01576154,1462.06715,1750.489661,1425.819117,1348.424734,17692.25669,9648.823872,8200.340685,2389.527301,2939.862298,795.243012,2372.508565,3475.05247,4823.241787,1953.730808
PBDE-47,2940.916171,1051.239547,2257.778726,7486.204004,0.006749955,3961.811724,2439.499716,1724.797398,13086.98105,422.3333471,0.012028246,403.8523704,609.1742899,0.007018145,3006.495818,0.014008267,1904.618544,1122.748867,1179.208465,1408.601923,1554.347185,528.0518753,0.006534189,1321.796276,0.013457227,2035.296418,352.7227573,2486.845913,11666.2971,438.7659682,762.9610948,961.1918224,525.6484408,941.8677703,973.0264173,315.6654964,506.8759249,0.004555732,669.9755751,0.01576154,1462.06715,1750.489661,1425.819117,1348.424734,17692.25669,9648.823872,8200.340685,2389.527301,2939.862298,795.243012,2372.508565,3475.05247,4823.241787,1953.730808
PBDE-66,0.00532935,0.009510707,0.010908715,0.009409495,0.003576696,0.007337738,0.012648496,0.01186284,0.009269262,0.011381481,0.010931354,0.012276538,0.009590645,0.012481015,0.016543347,0.009579151,0.008169214,0.006025087,0.006559097,0.002913491,0.010540582,1276.170156,0.009319393,0.00680306,0.008898171,0.006708361,0.016690494,0.014895015,0.009297791,176.7490296,0.012441896,0.010121667,0.006010932,0.009914887,0.010150389,0.006189894,0.011855475,0.012495793,0.012395715,612.2785853,0.012181333,0.011788227,0.010476539,0.003379548,0.016860484,4461.991005,0.010976353,0.006478591,0.013498685,0.00935986,0.010149903,0.01068886,0.012690627,0.008071194
PBDE-99,0.005477591,0.00866903,0.009953947,0.007284404,0.012286756,0.011168934,0.007158421,0.011669413,0.011235661,0.00811476,0.014612551,0.013636681,0.012161474,0.006355604,0.010365739,0.013629994,0.00759851,0.004099347,0.0118789,0.008442678,0.006311158,0.007428918,0.012742347,0.016172527,0.01096607,0.006703129,0.0087334,0.012716705,0.003829706,0.007605662,0.010114665,0.011207461,0.009989109,0.012313007,0.002251195,0.013513782,0.007687889,0.012835291,0.010392076,0.008111442,0.007856862,0.011001009,0.015025515,0.012372568,440.8086353,0.015463402,0.009620191,0.012957408,713.8197714,0.010131366,0.016183376,0.014155623,0.012197208,0.014804861
PCB-101,0.011468777,0.007626055,0.010304221,726.0113524,0.006896468,277.6792013,0.009553793,0.010364048,0.00754438,0.009906552,0.011209257,0.008647225,0.012777019,0.00270329,192.5110326,0.012266106,246.5916689,224.350284,160.4892157,0.011554293,0.002784023,0.00926023,0.008695506,219.2555749,0.010106753,115.5181495,0.010427201,0.007438189,0.014695352,231.0083755,0.008347449,0.007280838,0.009638633,0.0139958,0.010995044,0.007579554,0.010524793,0.008726382,0.007762036,0.007379952,304.191135,0.012275079,0.014927835,0.011689478,261.6758516,270.5046013,419.5498684,0.013048924,274.748583,0.009337085,0.013320995,0.007585931,372.2890909,381.6158084
PCB-105,0.010100331,0.009706001,0.008484277,786.8270753,0.012213895,0.01224019,0.01073121,0.007600922,318.4239727,0.005897848,0.00746487,0.009690417,0.00474454,0.011578363,0.011111367,266.0539101,0.007608964,0.004714647,0.00475794,0.005631485,0.006228825,0.014822148,0.009568098,0.004875276,0.00762496,0.005209069,0.011589877,0.010354627,0.009019615,0.009497964,0.009491371,0.007901754,0.007332785,0.010653001,0.006559565,0.009356651,0.011920615,0.01024575,0.009021613,0.010698005,0.009444689,0.006241519,442.7862094,0.01145016,283.3338865,270.6496873,0.013848867,0.013551053,197.1619309,0.009753384,0.010679653,0.013384408,0.015649041,0.009866685
PCB-110,0.009705214,0.011864459,0.00862887,0.011772917,224.6218499,0.008547155,0.009883769,0.012562353,0.010834345,0.008614209,0.004215983,0.009513,0.009305988,0.009394053,0.010014287,0.009260877,0.01250727,0.009351719,0.013358459,243.2828928,363.758398,0.011187691,538.9404017,0.014897985,0.008511168,0.011692726,0.010816604,0.012147441,0.018849473,0.006731427,0.015129032,193.1066565,0.011449596,0.013294242,0.009682772,777.9566754,0.014453756,0.015286056,0.011703859,0.009802687,0.014312899,424.5115131,0.011916898,0.015225557,0.014861029,0.002986463,0.009389612,0.014091951,0.014460107,0.008874495,0.01485601,0.015594355,0.005340035,0.015089225
PCB-118,0.003659605,0.015065535,0.013048837,0.001923048,0.012337784,0.010654575,0.011332357,0.003475982,0.005892458,0.006651215,0.010569154,0.0085893,0.013203055,0.002784977,645.6424488,0.005677382,215.7834109,0.009251676,163.6274907,0.014581198,0.009089792,0.004941318,0.010651018,0.014392455,162.2722284,0.01190032,197.0765273,0.013383549,0.012272871,2505.007519,332.5983354,0.007738746,0.016139452,0.01571904,384.6429939,511.7606724,0.005221903,0.01755538,0.007467072,0.010451697,0.005944553,0.004028183,0.013728053,363.2560152,10042.05148,5403.918086,0.010677375,0.004966876,0.009444848,0.014555502,0.00965154,0.011378833,391.294669,0.009879632
PCB-128,0.01244736,0.009693813,542.5803913,0.011181829,0.010887123,0.006975996,0.013758574,0.006506683,820.8732103,0.010533647,402.0356553,0.005639494,0.015150074,0.011286092,0.011027028,0.016270619,0.009025573,0.008590621,0.007396969,0.00994692,0.007976166,0.00513667,310.200312,0.011636329,0.011332202,0.008755367,0.009564402,0.005457075,0.009194088,0.009919617,0.011664168,0.006910071,315.7529542,0.006479729,0.009626049,0.008913552,0.013349258,0.009467898,394.0358106,0.009953473,0.011941722,0.008749298,358.8090076,0.003692007,0.014820092,0.01368845,0.006603639,0.012047009,0.00625776,0.016950537,0.008059673,0.010283108,0.015042113,535.7529961
PCB-138,0.01025899,0.009783771,0.009619273,0.009825478,0.014355193,0.010579882,0.01072046,0.006009526,0.011302025,445.4002021,324.1197409,0.008232951,0.010141608,0.006876501,688.3533681,0.003640263,1143.046559,0.006682222,227.793372,0.010717783,322.5867144,0.010446965,0.013650699,354.7464018,0.00820022,0.006865555,0.011505284,0.007688698,0.0109045,5307.288649,0.006723146,2295.381094,0.010263191,0.007751377,606.335057,1560.351693,372.1436326,0.010284088,0.009155374,0.003962101,0.012160327,0.01410649,0.009655802,1146.122916,4472.665515,61535.16272,0.006747598,0.012833604,0.009544094,0.00828317,0.009535603,0.011148131,1496.742152,0.004487733
PCB-146,0.011878876,0.011095355,0.011323553,647.114174,144.4131736,0.011310403,471.5617065,0.012550659,0.007461298,0.014247827,0.009781093,0.018552117,0.012404153,0.015139779,0.015161618,0.010135945,277.0414879,0.010383345,0.005599842,0.005967415,200.3294321,0.011727303,0.009134957,0.013285126,130.9538321,0.005530329,0.00509978,0.018493589,0.007076577,486.882612,0.011158019,0.012325842,0.006856613,0.005711127,0.014144424,202.2169123,0.008667433,0.017306845,342.5949813,0.006814874,0.007457953,0.008793872,0.005237757,409.452434,0.006708063,12464.13677,0.006467735,0.011891857,0.009109741,0.010587554,0.012334404,0.009234054,0.006633033,0.011759802
PCB-149,0.00932477,0.008851632,0.012155481,0.008559766,0.00900318,0.017998396,0.004844437,0.009571173,0.007346605,0.009332244,0.017872786,0.008466359,0.006072409,0.011887475,0.006886519,353.4148391,0.010917517,0.011660843,0.012747865,0.010530546,0.009275192,0.013466474,0.009459885,0.012463687,0.006918337,0.008654976,0.014475725,0.00986908,0.008440416,0.01463846,0.012990349,280.3079864,0.014158068,303.2455139,0.013037319,0.012442124,0.013032059,0.015500481,0.016218169,332.4241085,0.009942709,0.007296472,0.007511973,0.007100631,0.008818102,0.013739978,0.014870209,0.008852468,0.006098157,0.011826174,0.004266126,0.011439474,519.5753635,0.004861724
PCB-151,0.013288952,1164.590773,0.007509606,0.011654148,0.015019293,522.4660809,0.008205287,0.004870539,0.005790228,0.015357335,0.016130605,0.011312608,0.011039028,0.010315502,0.009745,0.006362606,290.3356868,0.014273025,183.3746169,0.008257994,0.011136384,0.011609637,426.8934731,0.012153685,0.011916794,0.008314021,0.010004717,0.007267379,0.003741453,0.008524811,0.012446894,0.00763578,0.013672952,0.01696005,0.008676632,0.010254449,0.012861733,420.4325976,0.010213591,0.012148247,0.010117588,0.0155032,0.012507777,0.016146354,0.013024378,0.01137759,0.007044196,0.013132251,0.01031925,0.01040465,0.007256507,0.006441356,454.8167799,0.007228252
PCB-153,710.1673411,0.011633804,0.007286872,2757.345212,0.011072656,0.011793507,0.008488632,0.010480225,0.009898475,1087.435061,0.010000511,0.009863416,0.011209818,0.01001249,13004.96041,0.010330712,11994.71344,2916.489449,153.8719748,943.4782652,0.009905557,9367.875722,0.01020281,2092.676043,110.666765,750.1942515,11381.96621,162.5659453,7136.725801,23613.71545,7544.644709,16698.00984,0.006462701,0.004756535,5590.36067,16434.30588,0.007820505,7105.262837,0.007346956,0.011334483,2395.103445,0.007494506,0.012880843,9120.415432,14211.22715,212749.0638,0.011818178,0.017877013,2691.208208,364.2049333,0.008422796,1436.543948,17835.07823,427.9259974
PCB-156,0.010182809,0.008803889,0.019183292,0.012694054,0.005517059,0.012476387,0.008896451,0.008856391,0.005985515,0.012243581,0.011152744,0.005142328,0.014489388,231.8689779,166.726962,0.011512305,0.013121581,0.006367009,0.005890971,0.010171903,0.009917766,0.007328501,0.015693834,0.011421016,0.00690934,0.00778635,0.010464429,0.005532849,0.010072257,146.6337021,0.014245949,0.007499679,0.004809039,0.012264101,0.011100161,0.013855049,0.008329873,0.009409751,0.01109977,0.004965079,0.007631218,0.006304926,413.2810457,0.01865426,0.007726417,349.3530388,0.0122211,0.013828264,0.01047718,0.012291538,0.016419681,0.01254002,0.015793235,0.009869756
PCB-156,377.4148243,0.007036314,0.011315813,863.0576212,298.8564699,0.017314469,0.00675704,0.003788013,0.009201843,0.008644581,0.011620374,0.007045748,0.008388625,0.006406045,0.011705331,0.012138049,0.012299476,0.008784187,0.012632003,0.010871539,0.012150151,0.012461698,0.009886568,263.9441701,203.6361416,0.006440822,0.013805927,0.009187009,0.010611841,133.8843772,0.011802916,0.011298404,0.007794543,0.002631192,0.016134152,0.004708472,0.009479863,0.012145134,0.010655895,0.013626971,0.015652246,0.008057576,0.010490515,0.006951906,0.008185428,0.006037251,0.007701626,0.007392674,0.010519482,0.014942052,0.012019453,0.006343544,0.005478758,0.010973635
PCB-169,0.013581981,0.006986433,0.014919937,0.008003126,0.008239832,0.011584351,0.007839686,0.004823469,0.008881824,0.008110526,0.019279886,0.01222447,0.014255908,0.00912342,0.011973382,0.010657674,0.016134644,0.011748833,0.00535366,0.006533199,296.6460166,894.772709,237.1371591,0.010177606,0.015890079,0.011050908,389.733541,0.01113428,0.011860632,0.01237175,0.007329699,0.011144579,0.010376316,0.008772991,0.008400774,692.6859302,681.5251193,670.8236135,0.009151586,0.01137708,0.015340528,0.006964526,0.005956662,0.013221444,0.005809867,0.009720647,780.9832973,0.011899063,0.00467936,0.007423136,0.007683858,0.009347217,0.005148418,669.990314
PCB-170,0.012119911,0.0106762,0.005836846,0.016185557,0.011535158,0.009804977,0.010040258,0.005826306,0.002908723,0.012470407,0.012748884,0.016361183,0.009433357,0.004684502,233.1051834,0.008094456,0.013105649,501.0077793,0.017266901,219.9057579,0.010725579,0.016174965,0.009267418,0.007845595,0.005532305,0.009013469,0.005691789,0.009679781,394.7501654,316.6439993,0.009583828,0.002205432,0.005285036,927.331146,0.017310034,0.009231598,0.008410418,532.1358161,0.008570329,0.010802979,0.009998896,0.011438628,0.012650074,0.006130682,499.785423,27578.58316,0.007780827,0.009343696,0.009118177,0.008017277,0.010472298,0.007563624,1165.761282,0.011201645
PCB-171,0.016321537,0.00703606,0.016477832,0.004930289,301.9624451,0.011622796,0.013672725,0.017434184,0.006104471,0.006345375,0.01203312,0.008153152,0.015109593,0.009235699,0.010116933,556.7874083,0.010415419,0.009700874,0.005725031,269.807859,0.009621741,0.002661666,0.013677272,0.01103706,0.001187239,0.010486217,343.5401705,458.2759225,0.010378326,0.011078375,0.016250007,0.011842287,0.011252647,0.012915824,481.1592454,0.008539665,0.01831482,0.00747775,0.007628436,0.00918763,541.5193339,0.01348498,0.0142315,0.009538496,0.011304833,1559.960331,0.010956923,0.011551751,0.010448409,0.012234053,0.008821876,0.012886854,0.014266842,429.1288537
PCB-172,400.5673969,0.017613233,0.008651029,0.011521732,0.013003169,0.008184508,0.011722786,0.006959591,0.006752647,0.010947591,0.013235817,330.6556389,0.009904755,0.013714605,0.007414997,0.004893517,0.012475184,0.010299109,0.010862664,0.008027348,0.006001954,0.007222691,0.008107234,0.00793389,0.010763653,0.012804788,329.1910736,0.011968646,0.016969177,0.008268332,0.016596919,0.007620325,0.008530042,0.009850514,337.7568123,0.009902089,0.002618347,0.012272339,0.006284927,0.007727913,0.005884286,0.017537761,433.9962441,0.01600737,0.002622843,949.0639328,0.009031686,106.79238,0.007433183,0.01207525,0.008730524,537.4571298,0.008265674,0.015096764
PCB-180,0.00853762,779.5591877,0.01135943,0.009877029,0.007080229,0.011301133,0.017054716,441.6892496,0.006235373,0.008237082,0.014638586,0.010010181,0.009651115,0.007150831,4177.160187,260.4761198,7953.969121,952.2001333,0.012915136,0.007702561,0.008453198,1433.441437,674.3345619,0.011567396,0.01274729,176.7610115,1120.355247,0.006258802,0.008900612,12255.41004,4840.928868,2822.763217,0.012469459,0.009287641,561.9029599,1296.829314,0.009170562,0.012546762,0.005790676,0.007899134,0.009556527,0.012100561,0.005639425,0.008536069,10902.62121,124665.7935,428.1608127,0.009588977,750.5762327,644.1982722,0.01674137,1586.525282,6519.004927,0.004207364
PCB-181,0.01221308,0.011869775,0.012853711,466.7582067,0.01151762,0.014492026,0.008672933,0.013331158,0.01621088,0.012657601,0.008812504,399.6061946,0.008880269,0.012555853,0.003342443,0.0145951,0.011886489,0.015319287,0.010561164,0.00635046,0.003404388,0.013420595,0.010236906,0.006578381,0.01271475,0.015630637,0.013067022,170.0839171,0.011583525,0.008617662,0.00757893,0.01256466,0.004693306,0.009357708,0.011605522,0.013020748,0.007462647,0.01020813,0.005258339,0.007847473,0.012168189,0.012231179,0.008946293,0.015850026,0.007390973,25235.55709,0.011191039,0.004257578,0.007474564,0.013874662,0.008322254,0.010043199,0.008788536,0.010866236
PCB-183,0.01093845,0.013345247,0.01072541,901.3522352,0.009101524,0.008815829,0.008006266,0.011077743,0.009135175,0.011614679,0.009708043,0.009239685,0.004970694,231.8154966,0.005890554,0.014134307,0.013207199,291.1139997,0.012809084,378.9761911,0.00994108,0.0081894,0.010199766,0.008481918,0.016041094,153.3566893,0.015225737,0.003159838,0.010344894,0.013310404,371.7164245,0.012555148,0.0123607,0.009985579,0.010767751,0.011880824,0.00647056,0.017085855,0.007667202,0.007062002,0.002392736,0.007684528,0.014812981,0.010648836,0.014912511,27445.72115,0.007688994,0.006127077,0.009180145,0.010829986,0.004686179,0.015124612,0.015105677,575.2201402
PCB-187,0.001968614,0.006979475,0.002845069,0.014711543,0.006726571,0.007649895,0.008247934,0.008585803,0.010381167,0.007547109,0.015765745,0.01230144,0.007022993,0.006383043,0.016317794,0.013689648,334.2576944,0.016403024,157.0406133,0.006699944,0.014642249,0.010084008,0.012474178,0.00979841,0.007391421,0.011321493,0.007333888,0.008831098,0.008817737,1505.910146,0.003876158,0.007187081,315.7097327,0.016347196,0.011256571,0.01405145,0.014924478,0.007966668,0.009819155,0.010417737,0.006966019,0.006630213,0.005211278,0.00717288,561.1999052,101035.8652,0.002536192,0.01267196,0.004315672,340.1726223,1860.613787,0.010724955,966.8986991,0.010837965
PCB-189,0.003729297,608.3691998,1651.262544,0.006980166,212.0385309,540.3174325,0.004603858,0.003979854,0.008343807,0.004418809,0.015745871,0.007087398,0.010803446,0.008347465,0.008413679,0.006264402,0.016933866,0.004540655,0.003032766,0.017433925,0.009151066,0.006540273,460.6627493,0.011917478,287.918184,0.008677779,0.007363405,214.709105,0.007944942,0.011413959,0.008810976,0.002410756,0.006807249,0.012938848,0.011580993,0.010528711,0.010821041,0.010248578,0.005722741,0.012940147,651.124199,0.008908206,0.008395116,1261.65842,0.008299498,0.015123093,0.007448581,0.01155061,0.011309376,0.009288182,0.015860586,0.013924611,0.006884511,0.006702567
PCB-191,0.010395345,0.011394828,0.012960846,0.010307495,0.00443731,0.007648783,0.013941972,0.011499557,427.5182888,0.010219671,0.018014716,0.013195924,0.005324183,0.009060512,0.011738221,0.004561015,0.017065157,0.006057895,0.010968204,0.004526239,0.005241531,0.009243593,242.4065329,0.010767568,134.9277934,506.3603136,0.011581062,212.6824995,0.013304948,0.010702913,0.013963792,0.005744797,0.005532074,0.012535057,0.014659016,0.007577582,0.012246871,0.006001644,0.010917512,0.015754415,0.011919923,0.005514366,0.008682936,486.2863542,0.015090004,0.014013374,0.016728387,0.007936886,0.003638556,0.004560577,0.010053858,0.007177148,0.008503025,0.00864905
PCB-194,0.014522395,0.012722241,0.009159974,0.005410213,361.7123495,0.01762328,0.010153723,0.005129376,0.006967001,0.010462953,911.5716232,0.011611177,0.013559214,0.00745148,0.017391352,0.008958659,0.010278369,0.012390318,0.006715126,0.009767688,314.1534277,0.0112224,0.004901841,285.8812794,0.00950524,0.012551399,514.3553558,0.010262068,0.014057755,0.011208361,431.7401908,539.9184052,0.005456628,0.01027511,0.010072241,0.008669414,0.017334736,0.005810169,0.005435061,744.2822521,0.006637396,405.8558984,0.01513542,0.009962364,0.007085796,1153.173953,0.01247892,0.006462781,0.013982079,467.6984229,975.5001788,0.008430674,0.00503182,0.007335293
PCB-195,0.006813236,0.005566382,709.330536,0.009499688,0.007153267,0.012219763,671.6631289,0.015587701,0.009002281,0.007422317,0.015147582,0.013662558,0.01457445,0.005512078,0.006753194,0.013451545,0.013739267,0.015378003,0.009365024,0.008164451,0.012535603,0.01090616,0.014849082,0.014405129,0.010871404,0.009459586,0.007661225,0.014679366,0.008342926,0.004272183,377.4438918,0.010674582,0.01304011,0.013686072,0.007156703,0.010463912,0.011398569,0.010555189,0.016797647,0.010262352,0.009508509,0.015531922,0.005907069,0.007879994,0.013227017,360.1012816,0.004144729,0.012119002,0.011583157,0.005751258,0.005811572,0.007396688,0.011794423,0.010801619
PCB-196,0.006002046,0.01321177,0.010496836,0.008805573,354.5039021,0.0146682,0.012063496,0.011076066,0.013724366,583.0994174,0.006859536,411.3729184,296.9105984,0.0126511,0.013398459,0.009607439,317.9774421,0.011745486,0.008055598,317.0824489,0.013737944,0.01100022,271.2815587,0.013570661,0.011482765,0.002603047,0.009162825,0.007776428,270.4408368,0.008852998,0.012162627,0.00851726,0.011482833,0.011812495,0.003306443,833.0338432,0.012357506,0.010492527,0.008502812,0.006167063,0.012653349,0.003470915,0.012202438,0.009592865,0.012478556,16224.14608,238.9171294,0.009190825,0.010514412,0.005848626,0.007163494,0.006175831,0.010992614,0.014512388
PCB-203,0.006002046,0.01321177,0.010496836,0.008805573,354.5039021,0.0146682,0.012063496,0.011076066,0.013724366,583.0994174,0.006859536,411.3729184,296.9105984,0.0126511,0.013398459,0.009607439,317.9774421,0.011745486,0.008055598,317.0824489,0.013737944,0.01100022,271.2815587,0.013570661,0.011482765,0.002603047,0.009162825,0.007776428,270.4408368,0.008852998,0.012162627,0.00851726,0.011482833,0.011812495,0.003306443,833.0338432,0.012357506,0.010492527,0.008502812,0.006167063,0.012653349,0.003470915,0.012202438,0.009592865,0.012478556,16224.14608,238.9171294,0.009190825,0.010514412,0.005848626,0.007163494,0.006175831,0.010992614,0.014512388
PCB-206,0.010213101,0.010713693,0.012180338,0.008846684,0.011336453,0.011830922,0.011758715,0.012158194,0.013715214,0.0096669,0.014407481,0.009781941,0.010803806,0.005470029,0.013579604,0.007631181,0.012485039,0.010874405,0.006610639,0.00638084,0.013800434,0.006531957,0.008936805,0.007284372,0.00971555,265.6630302,0.015046964,0.012133671,0.017639949,0.0107181,0.00904275,0.012493854,0.013432096,0.011652456,0.014639656,0.009973655,0.00282102,0.003057364,0.006233811,0.008604694,0.012708271,690.6140817,0.011495546,0.003468802,0.010263876,0.003408036,0.011550073,0.010334628,471.7454016,0.014347225,0.010244116,0.013812033,0.011775985,0.008426155
PCB-208,0.00893749,0.009334517,826.231949,0.009493715,0.008920898,0.010934372,452.1022014,0.015104069,0.010715448,0.009138866,0.005011956,0.013336034,380.719617,0.013951294,0.011610914,0.013391606,0.005372075,0.004829271,0.015371795,0.012598984,0.010308873,0.007410029,0.013733925,0.010938465,0.013590604,0.009966063,0.013759832,0.008451499,0.015877272,549.80829,0.009117907,0.009886464,383.0640795,0.008653015,1312.165646,0.010741321,1021.801255,0.015868775,0.013368663,0.012095363,0.010255089,0.009609945,0.011666615,0.010030556,0.010969288,0.006662931,0.01177418,0.00410769,0.011499968,0.009254797,0.015280094,0.015782447,0.010836964,0.008916615
PCB-209,0.010729989,0.012053149,0.01250674,0.01231373,0.010361143,0.004845343,0.012706336,0.015909604,0.011485263,0.008927161,0.016263152,0.010468294,0.010781617,824.4589483,464.2900998,0.004999781,0.011297695,0.011178051,0.009120216,0.014112148,0.013193005,0.007141912,0.003367875,0.010952559,465.5266136,0.016136801,0.013882852,0.00879932,4569.519834,0.008121523,0.009737816,0.008406182,0.010214989,0.009857532,1875.722893,0.01129975,0.005730437,0.010208454,0.007261038,0.011428127,0.011196282,0.01113685,0.00614631,0.006453187,0.005805443,0.013222548,0.010988163,529.799719,0.006314141,0.011600135,2590.849166,0.009254874,0.010193116,0.009874607
PCB-28,2184.789573,3889.60745,17472.18533,1157.126171,973.6582198,3678.121864,20560.49067,7721.550841,4727.47584,15114.49245,8458.112387,10417.27868,14147.10303,1945.463689,2611.617555,4034.237006,7675.606864,2865.355887,3084.875174,3827.520046,3627.949087,3440.596532,6739.536165,3193.225358,2189.240169,3348.000429,1372.414924,1212.968347,5689.097483,4139.111145,1460.722685,2866.572264,3021.34362,6916.777144,14838.79165,2142.19495,3612.149924,4301.658664,14206.66031,5657.565956,2250.534878,6288.214582,5253.980746,2280.424682,4569.961113,6646.871093,4747.328665,2512.356465,3267.181203,2954.804579,5516.612703,6569.273621,7024.390039,4830.177609
PCB-33,3629.403713,3354.424886,20909.77128,1806.410726,749.9288565,682.1700186,21987.57213,12081.91705,0.015582877,16816.9416,10551.53805,7416.187674,13552.75874,4118.365565,1452.512362,0.013780645,599.0368633,809.6858492,749.842765,1005.852632,2793.834279,2824.201562,8914.646062,1222.803354,2189.920719,4226.147605,1099.939669,1127.564896,862.2874825,1378.30852,644.1801715,1318.207051,2070.058553,8908.41657,7219.957069,624.2556453,930.7123094,949.8302449,10403.47115,3805.423308,249.485565,5642.769299,4384.311892,782.9825303,1812.135848,2859.537069,467.0142026,945.6820263,1117.690055,314.780045,7660.585819,1755.37757,3616.301809,2695.911334
PCB-44,550.8880713,1737.679765,0.00993893,0.011096488,0.009287658,0.007365074,3085.980856,0.005161327,330.716505,1953.10184,250.1673139,1002.982483,943.7263294,1141.517829,0.011479839,0.004382181,0.013444867,0.011725321,0.013999392,0.007956338,0.012343749,0.010358091,0.013077774,0.006758886,0.012103017,353.5737463,0.017483962,240.9134166,289.1223605,203.404184,365.8894535,0.012410472,0.011388766,0.010842904,0.006577454,0.006782086,702.6058694,0.011266421,0.006607402,467.047238,0.010548044,842.1492602,0.016472289,420.338289,0.002063177,386.5799448,0.013959237,0.008326423,0.010818922,558.964437,1864.479287,0.010625696,0.010878601,558.3230559
