mz,time,Control1,Control2,Control3,Control4,Control5,H1N1_1,H1N1_2,H1N1_3,H1N1_4,H1N1_5
97.99106767,282.158,23.19986707,22.41666967,22.96693081,21.86789549,23.41650673,21.75355074,22.57672774,22.93217549,22.99810849,22.43908094
157.9805301,93.859,20.05698418,20.27002106,19.64742805,20.25315107,20.36508252,20.42506314,19.72392458,18.93442384,18.62788658,19.89905245
295.1292865,206.282,22.68960519,22.6661041,20.82180232,21.48453868,22.25855994,21.61872865,20.57420051,22.68095257,22.1524633,22.55259674
769.4947272,225.706,20.23741569,20.97544949,21.14920497,21.53384076,21.25461507,21.22235475,21.92125267,21.66757725,22.59724889,22.46060572
209.1166401,115.21,23.01719425,23.49607493,20.74352594,20.5886157,20.51925344,22.48391957,20.61250356,20.78298376,20.29308528,18.8048449
176.1276426,239.487,21.6049049,21.8142111,21.36281935,21.75355074,21.5990076,21.62389143,21.13981461,21.43898821,21.4628578,21.32892997
457.3268023,61.3172,18.81594845,18.62085451,17.04154795,18.99347977,16.83051499,18.43131443,17.16459858,18.38065271,17.05248555,18.61278231
311.2207119,114.951,20.86635346,20.98323763,20.42687502,20.27304217,19.85497606,19.90280323,20.51670105,20.53253327,20.3291067,19.10034738
149.0957509,136.047,21.20337046,21.12597553,20.63297821,21.0144979,20.30847646,18.93226279,20.4194161,20.70505142,19.66162165,20.49811841
138.994946,26.0826,22.88606974,23.05567483,23.05567483,23.01719425,22.45019836,22.04285648,22.37746618,22.48391957,22.65408013,22.18141956
442.2786506,126.907,19.73843236,21.6572272,19.75479942,20.66044859,20.4663385,20.04787475,20.62836493,20.22101847,20.56567203,20.67358523
767.5753346,216.221,23.26422002,24.15512518,24.59832356,23.59915309,24.43720955,23.38227072,24.17800363,24.08899989,24.27070941,24.31833731
213.9822101,93.586,24.04238233,23.93951721,24.0807556,22.21773166,22.82684311,23.66904767,23.6934272,23.109261,23.96884508,23.32057522
569.3414574,261.22,23.03508361,23.33974023,23.79372199,23.23351838,23.8080127,22.50150454,22.46733712,22.94765313,23.8049664,23.00013667
349.1764438,240.856,20.86001426,21.18975315,20.4438872,19.94264841,20.50451865,19.98941536,20.41270961,20.24610437,19.90685892,20.09866629
407.2484188,224.683,21.82295945,20.7073551,20.9079166,19.23436399,21.46002372,19.30144782,21.28564266,21.4873394,20.04787475,20.17131046
290.8463151,234.8085,23.02811662,22.65766019,23.75637799,27.50636712,23.22603706,24.77167776,23.65599447,21.34035615,23.4851263,24.14286278
109.5213939,45.72045,23.6934272,24.43164597,23.68463114,25.74545901,25.55136773,25.2143177,23.38916873,22.98743821,25.69340561,25.0318491
140.9908513,115.064,18.60384357,19.67615982,19.60593221,20.61859012,15.6263279,21.04508285,19.73943759,20.03813834,18.86867914,18.64065749
335.1818273,170.44,21.25231308,21.45007189,21.89049845,20.23478888,21.3918736,19.81200452,22.09270716,22.39030103,21.04127896,20.91287227
281.2102843,114.523,20.35645276,20.98922878,20.47747489,20.25399689,20.08043506,20.31603251,19.90795997,20.7854492,20.07497327,19.05413976
886.5491883,136.731,20.74163118,20.51582282,20.83202511,19.09901736,20.13333543,19.83152783,21.22626709,21.43653287,20.27304217,19.8254705
527.156809,207.674,19.3721732,19.12811372,19.1937602,19.81572874,19.8587046,22.6661041,20.40088557,19.97751635,19.50156065,19.12007207
130.0988894,316.451,20.99918551,20.73854399,21.65596879,22.75390965,22.63377518,22.81218782,22.0568858,20.62025708,21.91679538,22.79414283
129.065444,236.009,20.35570285,20.08281961,20.62468582,21.14277903,20.51670105,19.5884191,18.69220209,19.13002169,19.71497765,20.07279832
449.2497411,163.239,19.99177305,18.0332015,20.23478888,17.67886391,20.56567203,18.76626932,19.94264841,19.72004948,20.60828852,21.09020831
678.5047011,230.68,19.78181612,21.52210782,21.85174799,19.75018911,21.44092725,20.19247379,21.51393831,21.24261286,20.92444164,20.47747489
205.0966069,200.183,25.69340561,25.31890351,25.70646714,25.13247874,25.93665029,25.75239902,25.79538445,26.04533328,26.05354312,26.08938244
160.132744,122.3825,23.68463114,23.65599447,23.49322336,22.91167128,22.93634231,22.87973146,23.40530145,23.30187555,22.8455326,22.90993999
283.0021069,207.381,20.99267177,21.46193774,20.37538227,17.18341899,18.92626154,18.75885532,19.63105775,19.80069239,19.04800502,17.31781945
166.0528025,285.514,22.18279049,22.25374695,22.76706712,24.16553001,23.36452115,23.1183684,22.57193312,21.88202633,23.30751999,23.61458889
340.2916844,118.5245,20.12934964,20.25683382,18.90568211,20.39911411,20.62160117,21.30048709,22.28205618,22.36248588,21.80137865,22.59870759
795.5143801,125.6175,20.64177259,24.28810977,24.21771014,22.24015896,24.35395057,22.74840077,24.54550835,24.11284971,25.07246583,24.35988136
493.2911167,143.429,17.85020465,18.73660685,17.705738,18.91414098,17.16459858,19.33063466,19.45735302,20.97837977,19.57882566,18.38457345
427.9740094,171.333,21.27322538,20.94264523,20.59304232,17.39418406,19.91484443,20.02044014,20.31758479,20.08806843,20.07855916,19.82289349
805.5312087,214.9655,18.93657977,19.77212143,21.22563453,21.37415769,20.85288635,19.45735302,20.15782431,19.37452657,20.27422135,20.97419755
387.2922101,198.864,19.7284415,20.16431398,20.7745247,20.92952013,15.75034845,21.08086505,19.85638682,19.95584581,20.36699872,18.53692035
260.1849001,207.401,23.11208399,23.19550254,23.19131934,23.02811662,22.11803906,23.89770342,22.38618914,22.46733712,22.0568858,22.55109479
493.3733998,36.38705,19.83537649,19.99063454,18.17035798,20.31457297,19.47658729,19.72660166,18.21638147,19.31251168,18.69220209,18.78599113
141.9830151,2.5018,22.32174299,11.21064016,21.64240027,20.85595808,22.43454753,21.77795235,22.59870759,21.65352427,21.83733292,22.47967783
166.9539103,332.5785,20.98250759,21.87260178,22.57672774,24.54550835,23.86181246,24.64896595,22.36248588,25.41293057,21.45761777,23.75392865
237.1089703,164.8235,21.64508133,21.43088856,22.91339124,20.95020055,22.66436961,20.94059876,21.85174799,22.1851873,22.38741927,22.42467697
337.2726116,118.537,22.07908176,22.75117313,22.93008325,23.08747817,23.48138029,23.47829571,24.0568078,24.45946271,24.09265589,24.44709494
245.9534578,220.393,19.16248451,19.23743062,20.68934074,22.15374236,20.10558157,20.32241912,19.09459252,18.4527455,20.41759903,21.17083412
747.5118377,163.625,20.15782431,20.38150193,21.28067626,19.8171415,21.44671993,20.28818319,21.03687787,21.19114116,21.75577811,21.36281935
368.0278282,228.541,19.47658729,20.18779081,20.7246368,17.37535906,20.92444164,20.0557721,19.51935003,19.52467588,19.31730237,21.24261286
267.9659727,291.858,20.78921608,21.34035615,22.45185807,22.46733712,21.97740701,21.24914464,20.70882633,20.57695008,21.81938908,22.01111969
199.9873101,590.679,23.25954466,22.95036622,23.78482573,22.67506146,23.49957675,22.58895425,21.87490449,23.65221695,22.34056764,22.67021726
422.7416707,128.535,20.48486403,22.02428368,21.22393558,12.50326332,20.10982125,10.93935356,21.09655452,21.35336346,20.10558157,18.71280999
214.1431202,120.046,21.08321738,21.17457815,21.35085467,21.69097147,22.46167638,20.78921608,22.03407823,21.80772793,20.71768972,21.00621114
170.9605184,121.281,25.77250337,25.64331167,25.22229443,24.39938605,25.13637031,24.84202702,24.6253842,24.66855426,24.73569505,24.64087343
614.1609288,299.15,17.45467689,17.38635157,20.78993001,24.66392377,22.42008909,23.88451426,19.49080364,15.90854337,22.20687664,23.24332976
158.1535184,116.784,21.55777094,21.49545508,21.42909187,21.18460018,21.18621684,20.52461653,20.79965666,22.09487247,20.3441374,19.40968239
717.463912,230.901,11.31286773,18.36307625,17.86580951,18.72535351,12.4218264,15.78592652,17.36579199,17.94864627,17.00509677,17.20842247
134.0184685,230.3525,19.33480802,18.67931075,17.59302339,25.08517314,22.30951334,22.73089446,18.85989495,19.57882566,21.79024352,23.23988165
835.5285521,151.7275,21.97598687,20.98701849,21.51698905,20.20864268,21.80137865,19.94702081,21.53119296,21.77043883,21.59295942,21.60960253
405.2599589,40.9278,22.14069011,19.93365794,19.01544911,19.34072791,19.15198108,21.0334121,19.56725163,20.27107908,17.89564816,17.97950939
132.1015434,262.007,23.24126588,23.2038296,23.12445435,22.70606559,23.00013667,22.86226148,23.02471343,22.93634231,22.81561728,23.78482573
208.0131,209.962,11.31286773,15.83680665,18.29553797,18.31201677,17.9578974,17.81272622,18.48316506,17.20842247,20.80811813,20.8626633
128.1066236,43.7877,23.46301048,23.03636008,23.56957728,23.12778026,23.46661061,23.46661061,22.62873767,22.82360963,22.89902824,23.03636008
195.0084093,28.4028,19.6696231,19.50514636,19.08875324,19.11069502,17.00509677,18.63571722,17.705738,18.93877326,17.22138764,17.74980425
482.2636852,184.095,18.22449861,18.19153446,17.12589553,12.50326332,10.88162456,10.93935356,17.79339459,19.04542795,11.10918856,8.008573024
184.0728173,348.658,21.70015384,26.50536908,27.05658641,28.881854,27.67881192,28.881854,27.29243955,20.95405379,27.72477887,28.55508361
136.0614454,159.1665,22.96316638,23.28490351,22.97725082,21.51319967,23.56718503,22.31345264,23.69755752,22.98974093,23.02471343,24.74875435
337.1764612,240.72,21.0645651,21.12915217,21.1624914,20.49249174,20.40403537,20.24106462,20.20504009,21.60418599,20.83202511,21.0554283
353.1350059,241.212,22.70756468,22.76706712,20.86001426,22.19727245,23.09543003,22.26963423,22.96508889,23.25177942,22.58123167,22.80687697
794.4994603,127.2705,17.7858894,20.99625944,20.56852205,21.30169203,21.42508015,21.86361419,21.38940879,21.24961759,21.63917224,21.74457896
116.1066614,218.634,23.31349521,23.05300714,23.77709228,22.86623596,22.88606974,22.17177457,22.62544794,22.35486233,22.15905213,22.3790997
100.0930447,124.4995,22.84396943,22.28429609,29.38750014,22.52313767,22.55752225,22.23128838,22.23872657,22.28869576,22.49028639,22.6661041
810.5257114,152.953,21.94295201,21.67879838,21.89229449,21.21866063,21.90300539,21.45304425,22.05220037,22.22052942,21.57337407,21.66934523
317.1605957,269.688,20.75508587,20.8354884,20.35795898,20.42997198,20.96394128,20.10441694,20.52461653,21.2970377,21.01854981,20.71000173
160.9831832,307.713,23.35715904,23.3920079,23.09305706,22.27484005,22.77268207,22.18404342,22.9917491,23.10675491,22.67349846,22.38096872
152.0355432,306.114,23.33376953,22.60784522,23.58621531,24.51932817,23.65221695,23.03075213,22.98974093,22.46060572,23.12040115,22.83416218
292.1623446,26.269,20.36699872,20.14341884,19.80203828,20.39995662,19.86299922,19.27082076,19.41479286,19.83320837,19.78945115,19.06216544
232.9605389,291.357,19.72983702,19.14541053,17.37535906,22.06307709,17.7858894,20.09866629,18.22888371,18.14306886,19.37598252,19.94264841
838.6297067,216.8155,21.19678078,22.64418509,22.71333936,22.26363564,22.73800314,22.28058733,23.95629819,24.02356929,23.26837536,23.21859618
786.5257932,155.188,20.11542658,20.26039641,20.10825407,19.35009084,19.33808917,19.3637811,20.97275456,20.97275456,19.30388515,19.54333559
372.3097188,119.642,24.9839736,23.91877273,25.56879408,24.86626152,24.76450429,25.33978988,24.90543002,24.6805838,25.09677047,25.04876201
536.8077313,268.122,19.40877947,19.62133247,18.96377714,19.37452657,20.14701954,17.39418406,19.49434001,20.45526565,20.29724157,19.47658729
293.1349707,173.96,22.80889686,22.34445868,23.10675491,21.07480303,22.81413023,21.38248945,23.30387225,22.75663827,22.19480929,22.52313767
214.050599,300.854,24.03059643,24.03853125,25.5896522,27.25500649,25.82524567,27.54704744,25.89600967,24.10233058,24.7298053,25.59955443
98.05735191,226.743,23.59671847,21.3869669,23.25354398,19.60593221,24.10009498,20.61433023,15.85067468,18.96377714,11.24344371,19.77599989
323.1442225,284.2145,21.08522692,20.74645957,21.34218872,21.58049083,21.3412181,21.11723714,21.39085699,21.32194961,21.39380293,21.80067344
152.9944833,26.44305,22.58583447,22.73347362,22.59201225,22.3289943,22.32174299,21.6807735,22.06933673,22.08958157,22.38223553,21.70647813
856.580891,214.104,22.7930788,21.9515698,21.80978181,21.38582803,22.58435594,23.05932541,23.16792205,23.14238045,23.01092173,22.86226148
540.3646027,271.105,20.36327006,19.83320837,19.56461525,19.84662355,20.69756902,19.91484443,20.50957202,20.98701849,20.44254644,20.51670105
156.5179347,343.4375,19.04800502,20.55778564,20.78021915,22.48864793,22.1851873,21.22478344,20.85819517,17.22138764,20.51339244,22.05024336
132.0651683,253.017,24.25375799,23.72685774,24.44709494,25.22229443,25.19581379,25.55136773,24.73972431,23.82353869,25.31890351,25.52075985
861.6169925,214.1445,19.89440096,20.55873965,20.30336743,20.00315984,20.7762085,20.66555068,22.08843099,22.36904228,21.80067344,21.68559156
126.1022229,327.037,20.47638978,18.6238259,21.35527782,21.20430716,21.28282408,21.40397225,21.22478344,18.18661402,21.91941238,21.62389143
411.1403238,202.481,20.7073551,19.11707478,20.41270961,20.97346765,20.43711896,20.57695008,21.12339455,20.55497613,20.85595808,20.92765403
231.1696821,198.059,23.58421849,24.99803417,24.34727588,25.54313578,23.02811662,25.74545901,25.25075222,23.39973667,24.04555526,23.41104518
775.544101,162.078,23.76312816,24.38614306,24.34205621,24.25375799,24.61066074,24.05932868,25.29230879,25.72769649,24.60290957,24.4810886
289.1375132,194.885,20.08726282,20.29195207,19.54861496,19.57496566,20.71150724,19.48924728,21.10363123,20.75872818,20.93602738,20.0557721
248.0506481,347.012,19.24967974,19.21753772,19.96285896,22.73504572,20.7854492,20.68786711,19.45285273,18.82407855,21.12236723,21.89954243
295.6354179,197.571,18.84457967,18.97827646,17.81773011,16.93631606,18.64528736,13.53800323,18.57206275,19.31003827,18.44950115,15.69265896
253.1038037,163.357,21.5299054,21.47370281,21.84994849,20.53790005,21.17811488,21.07480303,20.883214,21.27688268,21.64389327,20.98838601
257.1739336,114.3635,20.98472881,21.16177589,20.84525687,20.9212534,20.1344957,20.66227064,20.76913806,21.17010605,20.36873824,19.6574269
441.1872426,203.018,20.95678949,20.56095344,21.04127896,21.45538045,21.12137458,21.38345687,21.32105597,20.76820738,21.80236489,21.46577063
343.2847603,249.805,24.59481494,25.08517314,24.50064015,22.88822089,24.11628885,23.17697019,24.91628979,24.9288533,24.26378259,23.66242099
204.0862635,144.34,20.03813834,19.83819178,20.81092052,19.24409631,19.17839307,21.57444442,21.85906275,19.84412588,19.47190669,17.92093529
396.3096665,119.622,23.15069842,22.1524633,23.6934272,23.51144519,22.07551052,23.37311735,22.90290582,23.0385789,23.33180886,22.80889686
402.9316215,173.548,22.15132377,22.396824,21.10138255,22.9043899,21.41215105,22.85200671,21.28067626,20.46241456,21.21587832,21.88202633
85.02818673,232.906,19.82434936,20.32241912,20.45214628,21.09255635,19.98941536,21.65489925,19.63728586,19.00756157,19.43299718,20.10982125
281.0986558,116.194,21.72437781,21.5638796,19.04996829,20.04147839,21.06602798,20.41195985,21.98991646,21.25345845,22.77433942,22.10428416
351.7838494,250.36,18.92858292,19.46392011,19.201397,18.33770054,19.14541053,19.39683196,20.83866671,21.23234179,20.35795898,19.14286796
519.3238977,269.886,22.31209033,22.38096872,22.25529598,22.01028978,22.84289869,21.65016275,22.34284621,23.04300377,22.70382281,22.39030103
251.0882583,169.67,20.8397831,20.48486403,20.77175376,19.64139222,21.2062643,20.8347406,19.69330795,20.61250356,20.90547137,20.78844576
601.5178843,128.831,18.92626154,21.00010315,20.96671005,18.22029708,21.31964075,21.0144979,22.70606559,22.58123167,22.8779893,22.14069011
147.1681197,352.637,15.91578987,16.86520315,19.10440636,21.96779433,18.32121505,21.87260178,18.88009899,11.10470865,21.04508285,21.89553128
178.0857602,239.23,22.16715171,22.37018797,22.69655516,22.08552858,21.73521332,22.1697053,22.54400223,23.9067219,21.57878279,21.45621323
762.5407171,162.733,21.10272607,21.92018616,21.54574396,21.63743486,21.62389143,21.28791571,22.2852729,22.50979343,21.71465487,21.49050998
90.00818767,260.7675,22.67696777,22.46733712,22.49954146,22.07551052,23.01719425,21.51698905,21.96381482,22.23450054,22.27484005,21.99363558
791.5388584,163.795,25.66865631,23.17697019,23.67557268,23.19131934,24.72609495,23.5166832,24.31833731,24.71257607,24.24851701,24.01941047
406.2424673,36.7007,20.39911411,20.6167399,20.47565667,19.98229307,19.33316494,20.10290955,19.59983632,19.96171293,19.6999366,19.40167888
404.2055629,39.0215,21.71892631,21.28564266,20.93947749,20.7745247,20.94414098,21.01730125,20.19933632,20.65370842,20.50553019,20.45306123
193.0058838,331.983,22.51455412,23.04482727,22.49678423,21.56746387,20.85526697,22.05901888,23.0385789,22.87126312,22.50597166,22.04629989
351.1767535,174.007,23.21477326,22.91167128,21.43717187,21.151241,22.77609477,20.94740908,22.34056764,23.63596838,22.44242897,22.49028639
533.2837747,143.638,17.16459858,18.43131443,19.47373289,20.95581017,20.84319249,21.11938455,19.42711576,20.49151612,21.76615558,21.73989825
171.1010931,133.459,22.97520603,23.56718503,21.79732403,21.70417673,22.12678614,22.90993999,21.93741239,22.11480857,20.96394128,21.64240027
164.993378,26.5872,20.5647987,19.99177305,19.72560699,20.26136259,19.91847767,19.86299922,19.68485025,20.69197963,19.38575616,20.16431398
182.021693,308.107,21.66934523,21.93622347,20.95775629,20.4310797,21.25112703,22.31877615,21.00116955,21.72437781,21.28791571,20.30847646
548.2957589,177.943,18.65369993,19.13872668,19.92361707,18.67931075,20.86432876,18.23283499,20.06721638,19.74632018,20.72713722,20.54328501
747.5707414,224.461,21.40785647,22.97303814,22.90599413,22.18646179,22.70606559,23.39973667,23.45224989,23.4851263,23.34929499,22.76516796
111.0801341,116.701,23.49607493,22.58305501,22.55259674,22.12143849,21.66279088,21.74961175,21.92735608,22.54886351,21.7876376,21.80772793
353.1559744,167.056,22.35486233,20.19530254,22.81803509,20.86523482,22.9043899,20.81328773,21.80978181,22.58305501,21.32105597,21.75355074
177.0311166,343.4555,23.74247111,23.86557746,24.98962358,26.05354312,25.97121784,25.62237509,24.58470416,23.79911631,24.61481968,25.41293057
1019.700171,267.016,19.48427146,19.53857712,18.82180187,20.15154558,21.1480935,21.01198617,21.8506825,22.3289943,22.37198199,22.26673576
312.6754938,45.7925,20.20973832,20.12934964,20.36193122,21.00116955,19.88010024,20.10558157,20.21633251,19.98612585,19.89905245,20.12377885
123.0481907,312.53,27.64605823,26.91030045,27.74400003,27.18961324,27.98482139,27.57906431,26.30491571,26.66940462,26.98223184,27.54704744
179.0479863,228.356,20.42317775,20.2022453,19.69449515,19.25914486,19.52881172,18.66609149,16.91468786,18.64814492,19.70306481,21.56634605
550.3852182,262.999,21.82537499,22.29827938,21.73434134,22.21559967,22.74385547,21.30357064,21.90780627,22.50150454,22.30152475,22.18853823
142.0261133,295.543,24.11974506,24.85886161,26.15732948,27.98482139,26.50536908,19.68582376,27.18961324,25.56293131,27.01833249,28.22935687
153.0402863,93.675,22.69370275,22.9917491,23.40530145,23.54148817,23.04081972,24.0843516,23.44591217,22.94579307,23.94323652,24.61066074
130.5328229,119.5305,25.0318491,25.04876201,24.71257607,23.980975,24.25375799,23.97646859,24.34727588,24.59481494,23.93951721,24.0346868
345.2818868,119.832,20.37964538,19.15604612,20.98323763,20.20504009,19.36540496,21.10272607,20.36084323,19.99177305,20.33492991,20.39566206
241.1790955,115.289,21.05623989,21.30894411,20.99705722,20.57770492,19.57638615,20.62281821,21.09097692,20.94909971,20.49738727,20.08726282
253.039837,171.295,21.39630963,20.80910246,20.85739256,21.61163033,20.50751178,21.6844629,20.09563785,20.12157619,20.48639709,20.81489122
109.0630189,212.488,22.74178111,22.30031246,22.60208448,19.50514636,22.8686996,21.76706999,23.25177942,22.53762504,21.95000025,20.28258989
773.491051,35.6013,20.13871129,20.23578073,19.24253207,20.99625944,19.89278099,21.00010315,15.92031228,17.96912726,15.81008941,16.944127
460.7665652,232.353,18.15666875,17.81773011,18.8004578,23.33654331,19.02247375,20.50668264,19.34072791,13.34666771,19.26246194,20.47565667
265.2518191,36.9046,20.09271062,19.74322776,20.29195207,19.94908963,21.15030119,19.98048263,19.52343208,19.65653994,18.92858292,18.8112926
153.9929155,26.9693,21.28564266,21.04044663,21.151241,20.67167331,20.36084323,20.23857661,20.85011224,21.08919422,20.88110422,20.60234064
820.6187415,217.116,20.75447763,22.12562038,22.49785569,21.74638459,22.55411824,22.18646179,24.26378259,24.59832356,23.76312816,23.87381292
405.1253219,126.356,19.97751635,19.27197681,21.6254155,21.85174799,21.25345845,21.96031558,21.34333213,19.66287456,22.03946199,23.93951721
912.5096908,218.588,19.29129312,17.93984101,18.91966851,19.04331434,19.08060611,20.82964254,18.7843209,18.32121505,19.77694105,18.21084138
190.1625507,363.156,17.97445586,17.34713704,16.78817437,20.95678949,19.01192774,20.9816601,18.15666875,15.87495259,18.90276693,19.97908502
732.5513303,258.0555,19.21039145,22.42184088,23.51144519,22.11480857,23.52731959,23.78482573,24.60713024,24.40621123,24.12389991,22.49579728
425.192239,202.392,21.52210782,21.64310644,21.13685156,21.52764276,21.47825859,20.96830836,20.43711896,21.62993236,21.26670388,21.46498301
114.9651742,114.565,21.22393558,21.15942722,20.5406512,20.12093788,20.62570435,19.92180019,20.75148134,20.81411537,19.98800691,20.02044014
348.0692688,280.036,28.07026569,27.89798635,28.16989067,29.84167211,28.93033809,29.28417692,27.83880367,27.27553087,28.31629108,28.93033809
246.1692793,212.377,23.75103497,23.85360378,23.89770342,23.68463114,23.26158141,22.75390965,22.55411824,22.69829498,22.55259674,23.22915028
236.1056008,35.7386,20.43470848,21.16618577,18.42004246,20.74163118,19.71178064,21.19354598,19.03112892,18.96584496,19.37697717,18.85989495
163.1072419,325.597,20.38991736,20.86432876,20.24106462,23.05567483,21.0699366,23.0859429,20.17964066,18.65075089,21.55100481,21.95000025
405.6337097,342.678,11.31286773,18.00682744,20.11421418,21.79161044,19.90685892,20.49918544,18.22449861,11.10470865,20.31348493,21.0296539
423.7390452,164.312,22.11702303,21.09255635,19.79062722,12.50326332,18.56881594,19.22830457,21.0144979,21.85371363,19.50300031,17.48832722
235.168588,33.19375,20.60128796,20.34087571,19.90545044,19.56725163,19.58191233,19.57174518,19.81200452,20.05360574,19.06216544,19.02596059
893.5621389,127.97,11.31286773,18.36602054,18.75130934,17.952418,21.86483464,14.47971239,18.24807489,18.76373148,22.20803326,21.34673497
107.5170039,26.5584,20.58575618,20.56250377,19.84095366,20.66354213,19.69449515,19.65838073,20.12934964,20.13571295,19.55837935,19.45586068
234.9465031,291.071,23.54148817,23.17470937,24.25834572,26.48434851,23.37872819,24.7991619,23.98401544,23.72090459,24.63815076,24.69827767
819.5105302,219.179,21.50486649,21.22946432,21.87490449,21.88421607,21.76806144,21.43473564,21.41441154,20.99030394,21.98462138,21.41965004
337.2725967,36.89895,21.27386089,20.7246368,21.50682821,20.8626633,22.16078156,20.63107347,21.2419779,20.44704444,20.17558527,20.57279575
140.9908467,48.6356,19.79394542,20.03245847,19.48766486,20.37829695,19.70306481,21.27112459,18.77296971,19.72660166,18.91816385,19.9450767
90.52560898,320.183,28.38692508,28.26112367,27.81158305,26.99811356,27.86603469,26.6564614,27.64605823,27.67881192,27.78773136,27.25500649
88.03906474,240.1765,20.7745247,20.64506153,21.15640703,22.49579728,21.55527054,23.90213321,22.22506862,21.40643779,22.49954146,22.80090823
860.5337515,137.308,20.35795898,20.70230638,21.10035359,19.8587046,19.7652176,19.18502541,20.8354884,20.99346453,19.53105291,18.23593944
394.2940211,119.489,20.49249174,20.81411537,22.0549602,21.99634208,20.32385945,22.09270716,21.2343076,21.88421607,22.37018797,21.29863654
171.0052239,318.367,21.3918736,20.88697979,21.09785109,20.07855916,20.1272332,20.29118309,20.90478914,20.53115768,21.02071144,20.34087571
820.5159801,124.386,11.31286773,20.31348493,20.15406308,20.17472676,20.55973069,21.19830151,21.38021767,21.59197056,20.85739256,21.49652829
152.5153098,173.196,20.96746534,21.52323855,20.18909573,17.77410204,20.68711417,20.4310797,19.8682266,20.90547137,20.19629214,20.64177259
835.6014431,215.48,25.54313578,24.95079883,25.43048079,24.3667335,25.84072303,25.59955443,25.2143177,26.18191712,26.14688402,25.69340561
157.9935703,307.5915,22.90290582,23.109261,22.59498244,21.86920563,22.47059971,21.69514509,22.69370275,22.91339124,22.39528213,22.1137427
369.3504955,129.385,21.66546273,22.86226148,22.93963982,22.61667196,22.27206312,21.85602759,22.85628122,23.11208399,22.51661633,21.85602759
331.132015,110.223,19.68145065,19.40968239,18.6820624,21.41215105,20.32241912,21.63214617,19.95422209,18.49745971,18.44584866,20.50553019
753.560422,163.776,23.04698983,24.06773453,23.41383775,23.65599447,23.49607493,22.82848065,23.28242183,23.9115137,23.11208399,22.92768879
750.541653,163.945,24.84202702,26.02364497,25.75962917,25.70646714,25.91661584,25.06924213,25.85698296,26.26267992,25.49864937,25.13637031
143.0392301,552.896,19.83819178,19.94006616,18.77699426,19.19919928,15.45501919,18.76820784,19.02123478,19.21954752,18.84646625,18.47286285
184.0728401,224.085,22.99600786,23.30629263,23.40208798,22.82684311,23.71565261,23.21686827,23.74553544,23.4291846,23.53121873,22.54886351
137.0785708,207.039,25.70646714,26.14688402,25.17751508,23.76879917,23.49045877,23.34450644,25.2342732,24.56591904,20.14461693,20.87676309
215.5503464,300.696,21.47825859,20.75767312,22.75792866,23.5766544,20.63505374,21.9515698,22.50979343,21.60703507,22.04629989,21.26808754
849.5577043,216.508,22.17341943,21.97598687,23.11437189,22.38884973,23.25954466,22.35945044,23.12445435,23.00191467,23.21125057,23.38064668
