mz,time,Control1,Control2,Control3,Control4,Control5,H1N1_1,H1N1_2,H1N1_3,H1N1_4,H1N1_5
523.2980214,270.105,23.46902584,23.5140875,23.43307895,22.97725082,24.23877335,22.71726573,23.97273344,24.488329,24.05011018,23.55058152
526.7559617,232.1155,19.16565602,19.09100524,20.2257608,21.75791287,20.37829695,21.82820273,20.05485355,17.93984101,20.52893113,20.82674322
152.1065924,257.827,21.6920306,21.97847145,21.12236723,21.57337407,20.4892632,21.22319472,20.80326333,20.37964538,21.41965004,21.2419779
145.1007986,35.288,18.31201677,20.36084323,19.41895661,19.66287456,18.12378474,20.09563785,20.12607602,19.97450031,19.91484443,20.11981798
89.52229676,115.246,19.3443853,20.14052348,11.20622033,25.79538445,18.58406179,18.2860955,19.39096782,19.81076565,18.67688535,25.49864937
321.1089321,201.709,21.29510323,21.80466554,21.53249968,21.19290754,21.69097147,21.6663826,21.77795235,21.56015685,21.05172653,21.6844629
172.1326864,121.3,22.76058242,22.94579307,22.61953822,22.65963449,22.64094584,22.46167638,22.68574764,22.82517871,22.60208448,22.46167638
774.5288631,227.926,20.05040021,21.86142688,21.4384992,21.27688268,20.25601408,20.64411847,21.42909187,21.07480303,21.35228067,19.61267158
285.1688083,135.3675,21.81938908,21.62389143,21.71465487,20.22101847,20.4576517,20.76168461,21.6077805,21.75791287,20.7762085,19.96974581
103.0539262,204.755,22.84026467,22.51255988,23.07639731,23.0385789,23.02471343,22.53570459,23.81758981,23.28242183,23.85847983,23.980975
165.9824542,332.0445,25.33533863,25.17025105,24.81231016,23.6779967,24.36210643,23.44883089,25.09677047,24.57798357,24.4623755,23.109261
696.4940448,165.1135,18.98905348,19.34892159,18.81848728,12.50326332,18.34798828,17.13628871,18.84457967,19.39096782,17.81773011,17.6499259
97.06455503,116.411,23.40749981,23.52197583,23.05300714,23.13430817,23.10675491,22.65963449,22.91985111,22.81048889,22.49678423,22.18279049
164.9295509,160.59,15.68295586,11.21064016,20.7762085,22.95036622,23.18263752,24.44223549,18.94092603,16.96595089,23.30187555,23.82353869
466.74668,209.928,18.94363901,18.77296971,18.83583769,17.60059954,18.7798226,19.64283992,19.88297108,20.37538227,20.90738033,18.89793846
383.1664691,114.867,21.77555469,21.37814952,21.31294907,21.03949845,21.50682821,20.77528617,20.86103169,20.91000109,20.47218227,20.7191081
480.3434541,263.142,21.51192724,21.75577811,22.4659693,22.21905177,22.569449,21.36757697,21.97598687,22.42972946,22.62692523,22.04076626
227.1131442,320.877,20.91685983,22.47059971,21.10790688,22.11233387,20.06826251,22.48299538,19.99815993,22.17488271,20.77175376,21.01730125
153.992905,115.8855,23.73880385,23.35203579,23.37311735,22.61061798,22.79635875,22.20967994,22.317166,23.18040486,22.18404342,22.08160632
464.2816409,134.594,18.46350865,21.79560134,22.96316638,21.89954243,22.74633577,17.16459858,18.93442384,21.83244591,24.23284732,20.64935097
801.4337177,128.81,18.7386713,21.25721585,21.02493679,12.50326332,20.38272996,10.93935356,20.73108242,20.80910246,20.18779081,19.09231844
241.0092997,110.314,22.41666967,22.28205618,21.60307337,20.26251134,19.65838073,20.76560582,20.37964538,20.10079273,19.51397923,18.08170494
365.297782,247.042,19.03387566,19.02895863,18.84989676,17.87330432,15.71093552,17.85728047,18.53106441,19.34072791,18.08783989,11.00857246
